transaction_id,account_number,customer_id,trade_date,settlement_date,symbol,security_name,transaction_type,quantity,price_per_share,total_amount,currency,commission,tax,account_type,broker_id,market,timestamp,client_notes,risk_rating
TXN000240,ACC-582418,CUST_324,2024-12-18,,AAPL,Apple Inc,DIVIDEND,644,$0.5937,$382.32,USD,23.08,0.00,Corporate,BRK002,NASDAQ,2024-12-18T13:15:17Z,Market timing,Med
TXN000241,ACC-544536,CUST_216,02-Aug-2024,03/08/2024,QQQ,Invesco QQQ Trust,SELL,352,447.93,"157,670.39",USD,16.43,0.00,Corporate,BRK002,NASDAQ,2024-08-02T15:54:24Z,,Med
TXN000242,ACC-285186,CUST_432,12/09/2024,,CRM,Salesforce Inc,DIVIDEND,787,1.65,"$1,296.24",USD,29.33,0.00,Corporate,BRK005,NYSE,2024-09-12T15:06:44Z,,Low
TXN000243,ACC-760458,CUST_99,18-Aug-2024,21-08-2024,BAC,Bank of America Corp,SELL,211,31.883,"6,727.27",USD,11.06,130.82,Retirement,BRK005,NYSE,2024-08-18T11:49:18Z,Quarterly rebalancing,Med
TXN000244,ACC-912378,CUST_755,08/16/2024,,VTI,Vanguard Total Stock Market ETF,DIVIDEND,696,$4.7873,"$3,331.97",USD,48.41,0.00,Corporate,BRK004,NYSE ARCA,2024-08-16T10:05:10Z,Tax loss harvesting,low
TXN000245,ACC-734792,CUST_661,21-07-2024,23 July 2024,CRM,Salesforce Inc,SELL,95,233.119125,$22146.32,USD,47.71,188.67,Corporate,BRK001,NYSE,2024-07-21T11:25:06Z,,Very High
TXN000246,ACC-127645,CUST_790,07/22/2024,2024.07.23,TSLA,Tesla Inc,SELL,127,217.124478,"27,574.81",USD,41.88,190.16,Joint,BRK002,NASDAQ,2024-07-22T09:42:22Z,Tax loss harvesting,Low
TXN000247,ACC-666843,CUST_958,19 May 2024,,AMZN,Amazon.com Inc,DIVIDEND,655,$3.03,"1,983.45",USD,36.55,0.00,Joint,BRK004,NASDAQ,2024-05-19T13:58:22Z,Profit taking,Med
TXN000248,ACC-532227,CUST_267,20-03-2024,21-Mar-2024,AAPL,Apple Inc,BUY,274,164.34,$-45028.64,USD,5.42,0.00,Trust,BRK004,NASDAQ,2024-03-20T09:49:27Z,Market timing,
TXN000249,ACC-297731,CUST_422,2024.10.14,2024.10.17,VTI,Vanguard Total Stock Market ETF,BUY,113,$241.4213,"-27,280.61",USD,18.15,0.00,Trust,BRK002,NYSE ARCA,2024-10-14T13:18:41Z,Estate planning,Med
TXN000250,ACC-171789,CUST_187,10-03-2024,,TSLA,Tesla Inc,DIVIDEND,513,$1.43,$735.36,USD,36.14,0.00,Retirement,BRK003,NASDAQ,2024-03-10T11:03:34Z,,Low
TXN000251,ACC-849937,CUST_449,01-05-2024,,MSFT,Microsoft Corporation,BUY,216,$326.06,"$-70,429.52",USD,20.58,0.00,Trust,BRK003,NASDAQ,2024-01-05T09:21:05Z,Rebalancing,HIGH
TXN000252,ACC-174852,CUST_557,28/08/2024,08/29/2024,NVDA,NVIDIA Corporation,SELL,366,887.299251,"$324,751.53",USD,17.45,3781.54,Individual,BRK002,NASDAQ,2024-08-28T10:33:42Z,Portfolio diversification,HIGH
TXN000253,ACC-438756,CUST_163,2024-11-18,,PFE,Pfizer Inc,DIVIDEND,309,2.46,$759.53,USD,19.94,0.00,Corporate,BRK001,NYSE,2024-11-18T10:15:40Z,Long-term investment,Very High
TXN000254,ACC-515035,CUST_809,2024-05-04,,GOOGL,Alphabet Inc Class A,DIVIDEND,536,$3.47,$1861.63,USD,12.75,0.00,Individual,BRK002,NASDAQ,2024-05-04T16:05:43Z,Estate planning,High
TXN000255,ACC-261395,CUST_719,10/01/2024,04-Oct-2024,AMZN,Amazon.com Inc,SELL,225,172.221,"$38,749.73",USD,41.66,0.00,Trust,BRK003,NASDAQ,2024-10-01T13:57:02Z,Portfolio diversification,High
TXN000256,ACC-613898,CUST_195,17/10/2024,19-10-2024,BOND_10Y,US Treasury 10 Year,SELL,307,103.677,"31,828.72",USD,50.72,192.03,Retirement,BRK004,BOND,2024-10-17T13:34:23Z,Estate planning,
TXN000257,ACC-869295,CUST_190,10-Jan-2024,,KO,The Coca-Cola Company,DIVIDEND,788,$0.4104,$323.38,USD,53.36,0.00,Trust,BRK002,NYSE,2024-01-10T16:49:35Z,,Med
TXN000258,ACC-437666,CUST_114,02/19/2024,02-20-2024,GOOGL,Alphabet Inc Class A,BUY,99,$126.42,$-12515.91,USD,9.94,0.00,Joint,BRK004,NASDAQ,2024-02-19T13:03:23Z,,HIGH
TXN000259,ACC-318877,CUST_672,09/08/2024,,ETH-USD,Ethereum USD,DIVIDEND,621,3.74,$2324.43,USD,49.52,0.00,Corporate,BRK001,CRYPTO,2024-09-08T09:46:04Z,Short-term trade,
TXN000260,ACC-342239,CUST_545,07-16-2024,,NVDA,NVIDIA Corporation,DIVIDEND,633,$3.16,2002.87,USD,13.94,0.00,Joint,BRK004,NASDAQ,2024-07-16T14:43:29Z,Dividend reinvestment,Medium
TXN000261,ACC-676680,CUST_412,15-Sep-2024,18 September 2024,CVX,Chevron Corporation,BUY,463,168.006,-77786.59,USD,20.76,0.00,Corporate,BRK003,NYSE,2024-09-15T15:52:46Z,Profit taking,low
TXN000262,ACC-676967,CUST_949,10-May-2024,2024-05-11,ETH-USD,Ethereum USD,SELL,5.958033,$3965.9129,23629.04,USD,30.88,225.13,Corporate,BRK002,CRYPTO,2024-05-10T14:01:49Z,Year-end selling,Very High
TXN000263,ACC-198867,CUST_39,23-Aug-2024,08-26-2024,AMZN,Amazon.com Inc,BUY,416,149.319766,$-62117.02,USD,20.02,0.00,Joint,BRK004,NASDAQ,2024-08-23T10:46:20Z,Rebalancing,Very High
TXN000264,ACC-414985,CUST_39,2024.10.22,24-Oct-2024,MSFT,Microsoft Corporation,BUY,223,405.575,-90443.25,USD,25.83,0.00,Individual,BRK002,NASDAQ,2024-10-22T15:03:19Z,Tax loss harvesting,Low
TXN000265,ACC-831663,CUST_227,2024-03-19,,CVX,Chevron Corporation,DIVIDEND,506,$3.7889,$1917.19,USD,33.76,0.00,Individual,BRK002,NYSE,2024-03-19T13:50:25Z,,low
TXN000266,ACC-881519,CUST_51,2024.10.07,09/10/2024,BAC,Bank of America Corp,BUY,247,40.240658,"$-9,939.44",USD,32.96,0.00,Trust,BRK004,NYSE,2024-10-07T12:15:04Z,,Very High
TXN000267,ACC-703998,CUST_92,2024.02.27,29-Feb-2024,BTC-USD,Bitcoin USD,SELL,0.243044,$55785.7002,13558.39,USD,20.24,193.12,Trust,BRK005,CRYPTO,2024-02-27T16:02:59Z,Profit taking,High
TXN000268,ACC-894541,CUST_746,02/13/2024,16/02/2024,PFE,Pfizer Inc,BUY,420,33.688,-14148.76,USD,19.38,0.00,Corporate,BRK001,NYSE,2024-02-13T16:30:01Z,Year-end selling,
TXN000269,ACC-648684,CUST_769,12 May 2024,,SLV,iShares Silver Trust,DIVIDEND,761,3.524,"$2,681.69",USD,5.92,,Joint,BRK005,NYSE ARCA,2024-05-12T13:10:03Z,,Low
TXN000270,ACC-786563,CUST_968,01/05/2024,,VTI,Vanguard Total Stock Market ETF,DIVIDEND,922,$4.57,"$4,216.36",USD,23.01,0.00,Individual,BRK001,NYSE ARCA,2024-01-05T15:14:24Z,Year-end selling,
TXN000271,ACC-726111,CUST_545,15/02/2024,,NVDA,NVIDIA Corporation,DIVIDEND,624,$4.6391,"$2,894.81",USD,6.07,0.00,Retirement,BRK005,NASDAQ,2024-02-15T14:31:25Z,Long-term investment,
TXN000272,ACC-417012,CUST_242,13-09-2024,2024-09-15,PEP,PepsiCo Inc,BUY,486,178.883,-86937.01,USD,19.01,0.00,Retirement,BRK003,NASDAQ,2024-09-13T11:05:46Z,Quarterly rebalancing,low
TXN000273,ACC-700727,CUST_157,06-08-2024,,ORCL,Oracle Corporation,DIVIDEND,605,0.75,451.14,USD,37.62,0.00,Joint,BRK005,NYSE,2024-08-06T11:19:44Z,Risk management,Very High
TXN000274,ACC-907455,CUST_149,01/12/2024,12/04/2024,SPY,SPDR S&P 500 ETF,BUY,430,$418.4135,-179917.81,USD,48.98,0.00,Individual,BRK003,NYSE ARCA,2024-12-01T15:19:28Z,,low
TXN000275,ACC-211957,CUST_135,2024-04-04,,KO,The Coca-Cola Company,DIVIDEND,670,2.879,"1,928.60",USD,16.55,0.00,Retirement,BRK002,NYSE,2024-04-04T14:05:44Z,Rebalancing,Low
TXN000276,ACC-492124,CUST_189,17 July 2024,2024-07-18,EUR/USD,Euro US Dollar,BUY,17871,1.079,"-19,275.68",USD,51.27,0.00,Trust,BRK002,FOREX,2024-07-17T12:04:11Z,Portfolio diversification,Very High
TXN000277,ACC-579770,CUST_909,2024.05.06,08-May-2024,VTI,Vanguard Total Stock Market ETF,BUY,481,$219.71,-105679.32,USD,42.12,0.00,Joint,BRK005,NYSE ARCA,2024-05-06T09:33:06Z,,Med
TXN000278,ACC-514828,CUST_753,2024.01.21,,GBP/USD,British Pound US Dollar,DIVIDEND,244,1.527,372.53,USD,24.90,0.00,Corporate,BRK003,FOREX,2024-01-21T11:27:18Z,Long-term investment,HIGH
TXN000279,ACC-777486,CUST_463,02/16/2024,,META,Meta Platforms Inc,DIVIDEND,762,2.777395,$2116.37,USD,24.65,0.00,Corporate,BRK004,NASDAQ,2024-02-16T11:29:37Z,Profit taking,Low
TXN000280,ACC-825318,CUST_665,30/12/2024,,JNJ,Johnson & Johnson,DIVIDEND,166,3.56,$591.04,USD,36.70,0.00,Individual,BRK005,NYSE,2024-12-30T11:24:35Z,Estate planning,low
TXN000281,ACC-791567,CUST_884,17/03/2024,2024-03-20,NFLX,Netflix Inc,BUY,159,412.937,"$-65,657.02",USD,41.51,,Trust,BRK003,NASDAQ,2024-03-17T10:57:08Z,Long-term investment,High
TXN000282,ACC-621800,CUST_876,2024-09-12,15 September 2024,SLV,iShares Silver Trust,SELL,227,$24.5374,$5569.99,USD,8.97,48.30,Joint,BRK003,NYSE ARCA,2024-09-12T12:03:11Z,,Med
TXN000283,ACC-252436,CUST_875,17-01-2024,,SPY,SPDR S&P 500 ETF,BUY,92,$441.70,"$-40,636.00",USD,13.07,0.00,Corporate,BRK005,NYSE ARCA,2024-01-17T11:29:47Z,Long-term investment,Med
TXN000284,ACC-497346,CUST_840,2024.02.04,,DIS,The Walt Disney Company,DIVIDEND,532,$0.76,$403.93,USD,39.73,0.00,Corporate,BRK003,NYSE,2024-02-04T15:33:13Z,Market timing,Med
TXN000285,ACC-759531,CUST_542,14 February 2024,,PFE,Pfizer Inc,DIVIDEND,857,4.933,"4,227.38",USD,19.36,0.00,Joint,BRK003,NYSE,2024-02-14T14:59:08Z,Portfolio diversification,
TXN000286,ACC-288646,CUST_905,11-08-2024,11/09/2024,JNJ,Johnson & Johnson,SELL,321,150.48,$48304.00,USD,44.84,391.74,Joint,BRK004,NYSE,2024-11-08T09:21:22Z,Quarterly rebalancing,low
TXN000287,ACC-771736,CUST_207,19-12-2024,22-Dec-2024,BAC,Bank of America Corp,BUY,59,40.340652,"-2,380.10",USD,39.29,0.00,Corporate,BRK004,NYSE,2024-12-19T11:12:21Z,Quarterly rebalancing,Low
TXN000288,ACC-777015,CUST_140,03/09/2024,06-Sep-2024,XOM,Exxon Mobil Corp,SELL,417,$106.5618,$44436.25,USD,25.70,778.82,Corporate,BRK005,NYSE,2024-09-03T09:13:36Z,Estate planning,MEDIUM
TXN000289,ACC-256557,CUST_288,16-Jan-2024,,VTI,Vanguard Total Stock Market ETF,DIVIDEND,219,$2.90,634.62,USD,24.48,0.00,Joint,BRK001,NYSE ARCA,2024-01-16T14:45:02Z,,
TXN000290,ACC-489633,CUST_463,06-03-2024,2024-06-05,GBP/USD,British Pound US Dollar,SELL,488860,$1.3278,"$649,098.06",USD,9.63,11025.18,Joint,BRK002,FOREX,2024-06-03T14:59:30Z,Risk management,Very High
TXN000291,ACC-250255,CUST_788,20/02/2024,,NVDA,NVIDIA Corporation,DIVIDEND,446,3.597,"$1,604.27",USD,31.12,,Individual,BRK003,NASDAQ,2024-02-20T10:21:29Z,Short-term trade,Low
TXN000292,ACC-895338,CUST_320,11-23-2024,25-Nov-2024,SPY,SPDR S&P 500 ETF,BUY,344,477.28,"$-164,183.88",USD,10.88,0.00,Retirement,BRK002,NYSE ARCA,2024-11-23T10:00:39Z,Short-term trade,
TXN000293,ACC-384218,CUST_145,26-12-2024,28-Dec-2024,GLD,SPDR Gold Shares,BUY,26,201.623,"-5,242.20",USD,11.50,0.00,Trust,BRK001,NYSE ARCA,2024-12-26T15:03:05Z,Rebalancing,Medium
TXN000294,ACC-427617,CUST_341,04/11/2024,12 April 2024,ORCL,Oracle Corporation,SELL,159,$102.9179,"$16,363.94",USD,39.22,196.06,Retirement,BRK002,NYSE,2024-04-11T13:58:23Z,Year-end selling,High
TXN000295,ACC-575301,CUST_500,01/16/2024,18/01/2024,EUR/USD,Euro US Dollar,BUY,192774,1.070,$-206221.53,USD,35.22,0.00,Retirement,BRK005,FOREX,2024-01-16T15:52:45Z,Tax loss harvesting,Medium
TXN000296,ACC-658624,CUST_473,2024.07.24,,JPM,JPMorgan Chase & Co,DIVIDEND,212,4.87,1032.88,USD,24.19,0.00,Corporate,BRK002,NYSE,2024-07-24T15:36:50Z,Year-end selling,low
TXN000297,ACC-181678,CUST_758,30 December 2024,,TSLA,Tesla Inc,DIVIDEND,383,2.81993,"$1,080.03",USD,46.10,0.00,Retirement,BRK003,NASDAQ,2024-12-30T10:38:06Z,Market timing,low
TXN000298,ACC-792232,CUST_63,02-16-2024,2024-02-19,DIS,The Walt Disney Company,BUY,339,$107.7123,"$-36,514.48",USD,12.46,0.00,Joint,BRK003,NYSE,2024-02-16T16:12:13Z,Tax loss harvesting,low
TXN000299,ACC-555844,CUST_736,06/25/2024,2024.06.28,GLD,SPDR Gold Shares,BUY,437,$213.91,"$-93,476.69",USD,19.71,0.00,Corporate,BRK005,NYSE ARCA,2024-06-25T09:45:35Z,Tax loss harvesting,Low
TXN000300,ACC-346668,CUST_443,2024.12.25,2024.12.27,XOM,Exxon Mobil Corp,SELL,109,$105.88,$11540.89,USD,38.12,90.29,Trust,BRK003,NYSE,2024-12-25T11:18:55Z,Rebalancing,low
TXN000301,ACC-779885,CUST_17,14 March 2024,03/15/2024,CVX,Chevron Corporation,SELL,413,144.116608,"$59,520.16",USD,25.79,1001.96,Joint,BRK004,NYSE,2024-03-14T16:32:27Z,Portfolio diversification,High
TXN000302,ACC-336706,CUST_191,2024-08-05,06-08-2024,GLD,SPDR Gold Shares,SELL,280,$196.43,55001.38,USD,33.82,0.00,Individual,BRK005,NYSE ARCA,2024-08-05T14:07:37Z,Year-end selling,HIGH
TXN000303,ACC-651978,CUST_880,23 May 2024,05/26/2024,GBP/USD,British Pound US Dollar,BUY,340648,1.274523,"-434,163.76",USD,42.08,0.00,Individual,BRK005,FOREX,2024-05-23T09:57:21Z,Long-term investment,
TXN000304,ACC-592025,CUST_588,2024.06.18,19-06-2024,QQQ,Invesco QQQ Trust,SELL,289,422.697,$122159.48,USD,18.02,1670.18,Joint,BRK001,NASDAQ,2024-06-18T09:18:31Z,,
TXN000305,ACC-992805,CUST_803,22-05-2024,,AMZN,Amazon.com Inc,DIVIDEND,928,1.36,"1,261.23",USD,42.07,0.00,Joint,BRK002,NASDAQ,2024-05-22T16:23:51Z,,High
TXN000306,ACC-653007,CUST_883,17-Jan-2024,18 January 2024,MSFT,Microsoft Corporation,BUY,212,$390.3314,$-82750.25,USD,43.52,,Retirement,BRK004,NASDAQ,2024-01-17T12:36:46Z,Long-term investment,High
TXN000307,ACC-586554,CUST_409,31-08-2024,,EUR/USD,Euro US Dollar,DIVIDEND,994,2.709352,"2,693.10",USD,23.99,0.00,Trust,BRK004,FOREX,2024-08-31T11:33:55Z,Dollar cost averaging,
TXN000308,ACC-656011,CUST_700,01/22/2024,,ORCL,Oracle Corporation,DIVIDEND,914,2.216,"2,025.20",USD,50.90,0.00,Corporate,BRK003,NYSE,2024-01-22T13:51:06Z,,
TXN000309,ACC-808094,CUST_768,05-03-2024,04-May-2024,GBP/USD,British Pound US Dollar,SELL,362741,$1.3048,"$473,290.40",USD,5.42,0.00,Trust,BRK001,FOREX,2024-05-03T10:43:28Z,Year-end selling,Med
TXN000310,ACC-124851,CUST_635,2024-02-17,,SLV,iShares Silver Trust,DIVIDEND,272,4.76,$1294.01,USD,36.90,0.00,Individual,BRK001,NYSE ARCA,2024-02-17T15:42:48Z,Market timing,High
TXN000311,ACC-365641,CUST_302,08/27/2024,2024.08.29,XOM,Exxon Mobil Corp,SELL,342,$112.3055,38408.49,USD,43.49,285.36,Individual,BRK003,NYSE,2024-08-27T15:24:21Z,Dollar cost averaging,Low
TXN000312,ACC-561976,CUST_72,09-08-2024,09/10/2024,SLV,iShares Silver Trust,SELL,394,21.438726,$8446.86,USD,26.56,55.70,Trust,BRK003,NYSE ARCA,2024-09-08T09:04:04Z,Dollar cost averaging,Medium
TXN000313,ACC-621877,CUST_153,2024-11-30,02/12/2024,ORCL,Oracle Corporation,BUY,464,$121.00,-56144.77,USD,24.57,,Individual,BRK005,NYSE,2024-11-30T16:27:25Z,Estate planning,HIGH
TXN000314,ACC-822742,CUST_838,09/03/2024,,GLD,SPDR Gold Shares,DIVIDEND,417,$1.7339,723.02,USD,20.14,0.00,Individual,BRK001,NYSE ARCA,2024-09-03T14:05:53Z,Estate planning,MEDIUM
TXN000315,ACC-141241,CUST_991,07-15-2024,,WFC,Wells Fargo & Co,DIVIDEND,159,3.190,507.21,USD,22.96,0.00,Individual,BRK004,NYSE,2024-07-15T11:02:12Z,,Very High
TXN000316,ACC-166052,CUST_812,03-10-2024,,EUR/USD,Euro US Dollar,DIVIDEND,881,$2.30,2027.71,USD,54.79,0.00,Individual,BRK003,FOREX,2024-10-03T14:50:46Z,,Low
TXN000317,ACC-799731,CUST_536,22/08/2024,,PFE,Pfizer Inc,DIVIDEND,123,0.28,$34.53,USD,12.08,0.00,Individual,BRK004,NYSE,2024-08-22T12:44:41Z,,Low
TXN000318,ACC-960607,CUST_813,19 February 2024,02/20/2024,SLV,iShares Silver Trust,BUY,305,21.141797,"$-6,448.25",USD,44.96,0.00,Retirement,BRK001,NYSE ARCA,2024-02-19T15:21:51Z,Year-end selling,Very High
TXN000319,ACC-817318,CUST_590,06/10/2024,09/10/2024,SPY,SPDR S&P 500 ETF,BUY,62,433.55,$-26880.12,USD,18.69,0.00,Trust,BRK002,NYSE ARCA,2024-10-06T11:28:15Z,Long-term investment,MEDIUM
TXN000320,ACC-762904,CUST_628,11/07/2024,12/07/2024,AAPL,Apple Inc,SELL,362,196.31,71063.08,USD,37.59,798.99,Trust,BRK002,NASDAQ,2024-07-11T11:40:17Z,Dividend reinvestment,Very High
TXN000321,ACC-740195,CUST_709,20/01/2024,21-01-2024,JNJ,Johnson & Johnson,SELL,3,$156.9571,$470.87,USD,32.89,9.32,Individual,BRK005,NYSE,2024-01-20T12:29:49Z,Profit taking,MEDIUM
TXN000322,ACC-303129,CUST_116,17 March 2024,2024-03-18,EUR/USD,Euro US Dollar,BUY,159455,1.095,-174625.59,USD,15.48,0.00,Corporate,BRK003,FOREX,2024-03-17T09:06:47Z,,HIGH
TXN000323,ACC-130477,CUST_497,09/20/2024,23-Sep-2024,MSFT,Microsoft Corporation,BUY,383,350.287953,-134160.29,USD,38.84,0.00,Corporate,BRK002,NASDAQ,2024-09-20T14:14:06Z,,Medium
TXN000324,ACC-331381,CUST_76,29 August 2024,01 September 2024,GOOGL,Alphabet Inc Class A,SELL,192,130.68,$25091.26,USD,11.82,363.33,Corporate,BRK002,NASDAQ,2024-08-29T11:02:44Z,Dollar cost averaging,MEDIUM
TXN000325,ACC-993021,CUST_477,2024.08.22,24/08/2024,META,Meta Platforms Inc,SELL,327,318.432,"104,127.28",USD,52.64,1423.61,Joint,BRK002,NASDAQ,2024-08-22T15:54:33Z,Profit taking,Medium
TXN000326,ACC-977646,CUST_474,2024-05-22,05-23-2024,PFE,Pfizer Inc,SELL,297,$28.27,"8,397.07",USD,16.12,161.17,Joint,BRK001,NYSE,2024-05-22T09:02:30Z,Risk management,low
TXN000327,ACC-656921,CUST_404,09/02/2024,2024-09-05,ETH-USD,Ethereum USD,SELL,4.066774,3386.320,$13771.40,USD,15.90,118.24,Individual,BRK001,CRYPTO,2024-09-02T13:10:45Z,Market timing,HIGH
TXN000328,ACC-576935,CUST_475,2024.03.11,2024-03-14,META,Meta Platforms Inc,SELL,37,$329.0574,$12175.12,USD,24.24,157.84,Corporate,BRK004,NASDAQ,2024-03-11T12:50:43Z,,
TXN000329,ACC-639740,CUST_969,11-Dec-2024,13 December 2024,CRM,Salesforce Inc,BUY,188,$249.53,"-46,911.77",USD,23.32,0.00,Joint,BRK001,NYSE,2024-12-11T12:08:21Z,,Med
TXN000330,ACC-888819,CUST_595,12-25-2024,,KO,The Coca-Cola Company,DIVIDEND,378,1.828,$691.09,USD,18.37,0.00,Trust,BRK003,NYSE,2024-12-25T10:23:22Z,Risk management,Low
TXN000331,ACC-657742,CUST_695,29-09-2024,,ETH-USD,Ethereum USD,DIVIDEND,739,$4.73,$3497.16,USD,45.44,0.00,Individual,BRK002,CRYPTO,2024-09-29T10:05:25Z,Dollar cost averaging,HIGH
TXN000332,ACC-217466,CUST_714,16 March 2024,2024-03-19,AMZN,Amazon.com Inc,BUY,497,151.73,$-75408.21,USD,39.12,,Retirement,BRK004,NASDAQ,2024-03-16T15:28:47Z,Dollar cost averaging,MEDIUM
TXN000333,ACC-940946,CUST_238,23-Sep-2024,,BTC-USD,Bitcoin USD,DIVIDEND,711,$3.9554,2812.32,USD,29.31,0.00,Joint,BRK005,CRYPTO,2024-09-23T16:19:36Z,,HIGH
TXN000334,ACC-337798,CUST_496,09-07-2024,11 July 2024,KO,The Coca-Cola Company,BUY,317,64.56,-20466.20,USD,51.21,0.00,Joint,BRK003,NYSE,2024-07-09T11:53:45Z,Quarterly rebalancing,High
TXN000335,ACC-143150,CUST_325,21/10/2024,2024-10-22,ETH-USD,Ethereum USD,SELL,9.780248,3331.106563,"$32,579.05",USD,12.40,639.59,Joint,BRK003,CRYPTO,2024-10-21T09:25:59Z,Rebalancing,Medium
TXN000336,ACC-263633,CUST_5,06-Oct-2024,,XOM,Exxon Mobil Corp,DIVIDEND,967,1.52,$1469.99,USD,52.20,0.00,Joint,BRK002,NYSE,2024-10-06T14:44:07Z,Long-term investment,HIGH
TXN000337,ACC-521139,CUST_633,22 April 2024,04-25-2024,QQQ,Invesco QQQ Trust,BUY,114,$408.34,"-46,551.12",USD,44.06,0.00,Corporate,BRK002,NASDAQ,2024-04-22T10:34:54Z,Quarterly rebalancing,Low
TXN000338,ACC-433193,CUST_618,2024-11-05,,ORCL,Oracle Corporation,DIVIDEND,201,3.608,$725.25,USD,26.38,0.00,Trust,BRK003,NYSE,2024-11-05T13:22:22Z,Portfolio diversification,Low
TXN000339,ACC-565798,CUST_760,31 July 2024,2024.08.02,WFC,Wells Fargo & Co,BUY,301,37.791,"-11,375.20",USD,34.90,,Retirement,BRK002,NYSE,2024-07-31T16:55:33Z,Short-term trade,
TXN000340,ACC-529350,CUST_655,2024.05.19,,META,Meta Platforms Inc,DIVIDEND,631,3.801,"$2,398.24",USD,11.85,0.00,Retirement,BRK004,NASDAQ,2024-05-19T16:02:52Z,,
TXN000341,ACC-875795,CUST_475,2024-04-24,26 April 2024,PEP,PepsiCo Inc,BUY,341,$162.48,"$-55,406.89",USD,49.63,0.00,Trust,BRK002,NASDAQ,2024-04-24T12:01:07Z,Portfolio diversification,HIGH
TXN000342,ACC-693047,CUST_447,12 May 2024,2024-05-15,JNJ,Johnson & Johnson,BUY,84,$166.9056,"-14,020.07",USD,34.08,0.00,Retirement,BRK003,NYSE,2024-05-12T11:22:10Z,,HIGH
TXN000343,ACC-473276,CUST_50,28-05-2024,,GBP/USD,British Pound US Dollar,DIVIDEND,576,$1.0497,$604.62,USD,36.40,0.00,Individual,BRK005,FOREX,2024-05-28T14:55:20Z,Quarterly rebalancing,High
TXN000344,ACC-821783,CUST_372,19-Feb-2024,,DIS,The Walt Disney Company,BUY,191,100.55,$-19204.12,USD,43.94,0.00,Trust,BRK003,NYSE,2024-02-19T10:13:09Z,,High
TXN000345,ACC-180111,CUST_120,2024-03-08,10/03/2024,EUR/USD,Euro US Dollar,SELL,476472,1.11,"$527,546.32",USD,54.38,10314.41,Retirement,BRK003,FOREX,2024-03-08T10:14:08Z,Rebalancing,Low
TXN000346,ACC-231432,CUST_215,03/07/2024,,BTC-USD,Bitcoin USD,DIVIDEND,164,$0.48,78.87,USD,43.73,0.00,Trust,BRK001,CRYPTO,2024-03-07T10:02:50Z,Market timing,Very High
TXN000347,ACC-365302,CUST_45,03-02-2024,02-04-2024,CVX,Chevron Corporation,BUY,103,$157.6281,"$-16,235.69",USD,14.24,0.00,Corporate,BRK001,NYSE,2024-02-03T11:54:47Z,Market timing,Medium
TXN000348,ACC-624953,CUST_800,11-09-2024,,GBP/USD,British Pound US Dollar,DIVIDEND,889,$2.93,2607.31,USD,5.70,0.00,Retirement,BRK002,FOREX,2024-11-09T11:57:48Z,Year-end selling,
TXN000349,ACC-992649,CUST_725,31-Aug-2024,,JNJ,Johnson & Johnson,DIVIDEND,739,$4.7930,$3542.00,USD,14.04,0.00,Corporate,BRK004,NYSE,2024-08-31T12:32:14Z,Estate planning,low
TXN000350,ACC-644973,CUST_140,10-Sep-2024,09/11/2024,JNJ,Johnson & Johnson,SELL,60,$156.56,"9,393.74",USD,24.24,150.70,Trust,BRK002,NYSE,2024-09-10T15:18:54Z,,Med
TXN000351,ACC-812120,CUST_377,2024-04-01,03 April 2024,CVX,Chevron Corporation,SELL,347,155.679871,$54020.92,USD,9.25,594.74,Joint,BRK001,NYSE,2024-04-01T10:23:12Z,Market timing,High
TXN000352,ACC-344181,CUST_859,05 August 2024,,BAC,Bank of America Corp,DIVIDEND,657,1.437567,$944.48,USD,44.47,0.00,Trust,BRK003,NYSE,2024-08-05T15:31:32Z,,HIGH
TXN000353,ACC-613111,CUST_510,28/04/2024,29 April 2024,AAPL,Apple Inc,BUY,498,$183.91,"-91,584.88",USD,13.95,0.00,Joint,BRK003,NASDAQ,2024-04-28T13:39:39Z,,High
TXN000354,ACC-311740,CUST_301,04 December 2024,,EUR/USD,Euro US Dollar,DIVIDEND,401,4.06646,"1,630.65",USD,32.03,,Individual,BRK001,FOREX,2024-12-04T10:24:28Z,Dividend reinvestment,low
TXN000355,ACC-285460,CUST_571,03-12-2024,,CRM,Salesforce Inc,DIVIDEND,491,$0.76,372.67,USD,40.79,0.00,Trust,BRK001,NYSE,2024-12-03T16:30:35Z,Risk management,HIGH
TXN000356,ACC-719755,CUST_995,12-Jul-2024,2024-07-13,KO,The Coca-Cola Company,SELL,188,56.28,10581.01,USD,22.44,57.17,Corporate,BRK004,NYSE,2024-07-12T15:22:22Z,Long-term investment,Medium
TXN000357,ACC-346019,CUST_664,06/08/2024,,ORCL,Oracle Corporation,DIVIDEND,362,0.660909,$239.25,USD,13.49,,Joint,BRK003,NYSE,2024-06-08T16:42:55Z,Risk management,Low
TXN000358,ACC-592516,CUST_603,12-Jan-2024,,VTI,Vanguard Total Stock Market ETF,DIVIDEND,636,0.578856,368.15,USD,29.42,0.00,Retirement,BRK003,NYSE ARCA,2024-01-12T14:10:39Z,,HIGH
TXN000359,ACC-988494,CUST_998,02-08-2024,,WFC,Wells Fargo & Co,SELL,206,54.924554,11314.46,USD,45.23,219.15,Joint,BRK001,NYSE,2024-02-08T13:04:36Z,Portfolio diversification,MEDIUM
